C,Si,Mn,S,P,Ni,Cr,Mo,V,Cu,Co,W,O,Ti,N,Al,B,Nb,Sn,As,Sb,Current,Voltage,AC_DC,Electrode_polarity,Heat_input,Interpass_temp,Weld_type,PWHT_temp,PWHT_time,Yield_strength,UTS,Elongation,Reduction_area,Charpy_temp,Charpy_impact,Weld_ID
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-76,28,Evans-AlTi-1994-220/680ch1
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-42,100,Evans-AlTi-1994-220/680ch2
0.066,0.44,1.33,0.004,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.0,240.0,49.0,680.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-220/680mic
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,535,594,26.0,79.8,,,Evans-AlTi-1994-450/1
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-78,28,Evans-AlTi-1994-450/1ch1
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-60,100,Evans-AlTi-1994-450/1ch2
0.069,0.43,1.49,0.004,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.0,460.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/1mic
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,522,583,22.0,78.9,,,Evans-AlTi-1994-450/67
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-69,28,Evans-AlTi-1994-450/67ch1
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-48,100,Evans-AlTi-1994-450/67ch2
0.071,0.36,1.44,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,460.0,94.0,67.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/67mic
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,531,587,25.2,78.0,,,Evans-AlTi-1994-450/150
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-74,28,Evans-AlTi-1994-450/150ch1
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-56,100,Evans-AlTi-1994-450/150ch2
0.071,0.42,1.39,0.007,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,446.0,420.0,65.0,150.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/150mic
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,538,604,23.2,77.0,,,Evans-AlTi-1994-450/300
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-65,28,Evans-AlTi-1994-450/300ch1
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-49,100,Evans-AlTi-1994-450/300ch2
0.071,0.52,1.44,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.0,460.0,67.0,300.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/300mic
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,561,622,26.0,77.0,,,Evans-AlTi-1994-450/420
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-63,28,Evans-AlTi-1994-450/420ch1
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-43,100,Evans-AlTi-1994-450/420ch2
0.069,0.54,1.41,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,439.0,460.0,58.0,420.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/420mic
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,547,616,22.6,75.0,,,Evans-AlTi-1994-450/500
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-76,28,Evans-AlTi-1994-450/500ch1
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-44,100,Evans-AlTi-1994-450/500ch2
0.067,0.57,1.4,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,451.0,450.0,60.0,500.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-AlTi-1994-450/500mic
0.09,0.18,0.98,0.008,0.012,0.0,8.9,1.0,0.22,0.0,0.0,0.0,642.0,0.0,460.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,542,697,18.8,65.3,,,Evans-B/9Cr1Mo-1994-CM57
0.09,0.18,0.98,0.008,0.012,0.0,8.9,1.0,0.22,0.0,0.0,0.0,642.0,0.0,460.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-24,28,Evans-B/9Cr1Mo-1994-CM57
0.09,0.18,0.98,0.008,0.012,0.0,8.9,1.0,0.22,0.0,0.0,0.0,642.0,0.0,460.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-13,50,Evans-B/9Cr1Mo-1994-CM57
0.09,0.18,0.98,0.008,0.012,0.0,8.9,1.0,0.22,0.0,0.0,0.0,642.0,0.0,460.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,12,100,Evans-B/9Cr1Mo-1994-CM57
0.088,0.17,1.03,0.007,0.013,0.0,9.1,1.01,0.23,0.0,0.0,0.0,604.0,0.0,460.0,0.0,17.0,530.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,574,723,17.1,59.1,,,Evans-B/9Cr1Mo-1994-CM58
0.088,0.17,1.03,0.007,0.013,0.0,9.1,1.01,0.23,0.0,0.0,0.0,604.0,0.0,460.0,0.0,17.0,530.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-30,28,Evans-B/9Cr1Mo-1994-CM58
0.088,0.17,1.03,0.007,0.013,0.0,9.1,1.01,0.23,0.0,0.0,0.0,604.0,0.0,460.0,0.0,17.0,530.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-17,50,Evans-B/9Cr1Mo-1994-CM58
0.088,0.17,1.03,0.007,0.013,0.0,9.1,1.01,0.23,0.0,0.0,0.0,604.0,0.0,460.0,0.0,17.0,530.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,12,100,Evans-B/9Cr1Mo-1994-CM58
0.091,0.2,1.04,0.007,0.013,0.0,9.02,1.01,0.24,0.0,0.0,0.0,591.0,0.0,480.0,0.0,32.0,620.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,642,778,16.8,59.8,,,Evans-B/9Cr1Mo-1994-CM59
0.091,0.2,1.04,0.007,0.013,0.0,9.02,1.01,0.24,0.0,0.0,0.0,591.0,0.0,480.0,0.0,32.0,620.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-13,28,Evans-B/9Cr1Mo-1994-CM59
0.091,0.2,1.04,0.007,0.013,0.0,9.02,1.01,0.24,0.0,0.0,0.0,591.0,0.0,480.0,0.0,32.0,620.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,10,50,Evans-B/9Cr1Mo-1994-CM59
0.091,0.2,1.04,0.007,0.013,0.0,9.02,1.01,0.24,0.0,0.0,0.0,591.0,0.0,480.0,0.0,32.0,620.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,53,100,Evans-B/9Cr1Mo-1994-CM59
0.089,0.22,1.05,0.007,0.013,0.0,9.0,1.04,0.23,0.0,0.0,0.0,592.0,0.0,460.0,0.0,64.0,700.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,643,777,15.7,60.2,,,Evans-B/9Cr1Mo-1994-CM60
0.089,0.22,1.05,0.007,0.013,0.0,9.0,1.04,0.23,0.0,0.0,0.0,592.0,0.0,460.0,0.0,64.0,700.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,0,28,Evans-B/9Cr1Mo-1994-CM60
0.089,0.22,1.05,0.007,0.013,0.0,9.0,1.04,0.23,0.0,0.0,0.0,592.0,0.0,460.0,0.0,64.0,700.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,21,50,Evans-B/9Cr1Mo-1994-CM60
0.089,0.22,1.05,0.007,0.013,0.0,9.0,1.04,0.23,0.0,0.0,0.0,592.0,0.0,460.0,0.0,64.0,700.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,59,100,Evans-B/9Cr1Mo-1994-CM60
0.094,0.17,1.0,0.008,0.012,0.0,8.99,1.03,0.21,0.0,0.0,0.0,636.0,0.0,160.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,558,705,20.8,64.5,,,Evans-B/9Cr1Mo-1994-CM61
0.094,0.17,1.0,0.008,0.012,0.0,8.99,1.03,0.21,0.0,0.0,0.0,636.0,0.0,160.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-14,28,Evans-B/9Cr1Mo-1994-CM61
0.094,0.17,1.0,0.008,0.012,0.0,8.99,1.03,0.21,0.0,0.0,0.0,636.0,0.0,160.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,0,50,Evans-B/9Cr1Mo-1994-CM61
0.094,0.17,1.0,0.008,0.012,0.0,8.99,1.03,0.21,0.0,0.0,0.0,636.0,0.0,160.0,0.0,3.0,520.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,31,100,Evans-B/9Cr1Mo-1994-CM61
0.086,0.2,1.01,0.007,0.012,0.0,8.9,1.01,0.21,0.0,0.0,0.0,596.0,0.0,160.0,0.0,19.0,510.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,569,709,17.4,62.7,,,Evans-B/9Cr1Mo-1994-CM62
0.086,0.2,1.01,0.007,0.012,0.0,8.9,1.01,0.21,0.0,0.0,0.0,596.0,0.0,160.0,0.0,19.0,510.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-22,28,Evans-B/9Cr1Mo-1994-CM62
0.086,0.2,1.01,0.007,0.012,0.0,8.9,1.01,0.21,0.0,0.0,0.0,596.0,0.0,160.0,0.0,19.0,510.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-9,50,Evans-B/9Cr1Mo-1994-CM62
0.086,0.2,1.01,0.007,0.012,0.0,8.9,1.01,0.21,0.0,0.0,0.0,596.0,0.0,160.0,0.0,19.0,510.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,24,100,Evans-B/9Cr1Mo-1994-CM62
0.086,0.2,1.04,0.008,0.013,0.0,8.98,1.01,0.22,0.0,0.0,0.0,567.0,0.0,160.0,0.0,36.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,609,743,16.9,61.9,,,Evans-B/9Cr1Mo-1994-CM63
0.086,0.2,1.04,0.008,0.013,0.0,8.98,1.01,0.22,0.0,0.0,0.0,567.0,0.0,160.0,0.0,36.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-19,28,Evans-B/9Cr1Mo-1994-CM63
0.086,0.2,1.04,0.008,0.013,0.0,8.98,1.01,0.22,0.0,0.0,0.0,567.0,0.0,160.0,0.0,36.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-1,50,Evans-B/9Cr1Mo-1994-CM63
0.086,0.2,1.04,0.008,0.013,0.0,8.98,1.01,0.22,0.0,0.0,0.0,567.0,0.0,160.0,0.0,36.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,38,100,Evans-B/9Cr1Mo-1994-CM63
0.088,0.24,1.06,0.007,0.013,0.0,9.08,1.0,0.23,0.0,0.0,0.0,538.0,0.0,155.0,0.0,69.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,620,753,16.8,58.8,,,Evans-B/9Cr1Mo-1994-CM64
0.088,0.24,1.06,0.007,0.013,0.0,9.08,1.0,0.23,0.0,0.0,0.0,538.0,0.0,155.0,0.0,69.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,8,28,Evans-B/9Cr1Mo-1994-CM64
0.088,0.24,1.06,0.007,0.013,0.0,9.08,1.0,0.23,0.0,0.0,0.0,538.0,0.0,155.0,0.0,69.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,32,50,Evans-B/9Cr1Mo-1994-CM64
0.088,0.24,1.06,0.007,0.013,0.0,9.08,1.0,0.23,0.0,0.0,0.0,538.0,0.0,155.0,0.0,69.0,560.0,0.0,0.0,0.0,180,34,DC,+,1.0,175,MMA,750,8,,,,,-70,100,Evans-B/9Cr1Mo-1994-CM64
0.037,0.3,0.65,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,392,466,31.9,80.6,,,Evans-Cr/CMn-1989-0A-aw
0.037,0.3,0.65,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,370,456,35.2,80.6,-30,100,Evans-Cr/CMn-1989-0A-ht
0.037,0.3,0.65,0.008,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-26,100,Evans-Cr/CMn-1989-0A-ch
0.037,0.31,1.03,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,413,498,31.2,80.6,,,Evans-Cr/CMn-1989-0B-aw
0.037,0.31,1.03,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,402,490,31.0,80.6,-44,100,Evans-Cr/CMn-1989-0B-ht
0.037,0.31,1.03,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-47,100,Evans-Cr/CMn-1989-0B-ch
0.044,0.35,1.43,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,468,551,29.4,78.7,,,Evans-Cr/CMn-1989-0C-aw
0.044,0.35,1.43,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,436,529,31.6,78.8,-49,100,Evans-Cr/CMn-1989-0C-ht
0.044,0.35,1.43,0.007,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-52,100,Evans-Cr/CMn-1989-0C-ch
0.045,0.33,1.85,0.007,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,514,588,28.0,76.8,,,Evans-Cr/CMn-1989-0D-aw
0.045,0.33,1.85,0.007,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,479,576,27.4,76.9,-38,100,Evans-Cr/CMn-1989-0D-ht
0.045,0.33,1.85,0.007,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-45,100,Evans-Cr/CMn-1989-0D-ch
0.038,0.3,0.65,0.007,0.014,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,422,496,30.4,78.8,,,Evans-Cr/CMn-1989-0.25A-aw
0.038,0.3,0.65,0.007,0.014,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,410,496,31.0,79.7,,,Evans-Cr/CMn-1989-0.25A-ht
0.041,0.32,1.01,0.008,0.013,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,463,532,30.0,77.8,,,Evans-Cr/CMn-1989-0.25B-aw
0.041,0.32,1.01,0.008,0.013,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,426,519,29.8,78.8,,,Evans-Cr/CMn-1989-0.25B-ht
0.041,0.32,1.01,0.008,0.013,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-Cr/CMn-1989-0.25B-awmic
0.044,0.32,1.45,0.007,0.013,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,500,575,28.0,78.8,,,Evans-Cr/CMn-1989-0.25C-aw
0.044,0.32,1.45,0.007,0.013,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,468,559,28.0,76.9,,,Evans-Cr/CMn-1989-0.25C-ht
0.048,0.33,1.85,0.007,0.013,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,567,622,26.0,75.0,,,Evans-Cr/CMn-1989-0.25D-aw
0.048,0.33,1.85,0.007,0.013,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,535,620,27.0,74.0,,,Evans-Cr/CMn-1989-0.25D-ht
0.048,0.33,1.85,0.007,0.013,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,,,Evans-Cr/CMn-1989-0.25D-ht
0.04,0.33,0.6,0.006,0.01,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,446,510,32.2,78.8,,,Evans-Cr/CMn-1989-0.5A-aw
0.04,0.33,0.6,0.006,0.01,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,417,496,29.0,78.8,-17,100,Evans-Cr/CMn-1989-0.5A-ht
0.04,0.33,0.6,0.006,0.01,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-17,100,Evans-Cr/CMn-1989-0.5A-ch
0.043,0.31,0.95,0.007,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,494,545,29.6,77.0,,,Evans-Cr/CMn-1989-0.5B-aw
0.043,0.31,0.95,0.007,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,460,536,28.8,77.0,-35,100,Evans-Cr/CMn-1989-0.5B-ht
0.043,0.31,0.95,0.007,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-45,100,Evans-Cr/CMn-1989-0.5B-ch
0.047,0.33,1.42,0.006,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,543,603,28.2,77.0,,,Evans-Cr/CMn-1989-0.5C-aw
0.047,0.33,1.42,0.006,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,514,600,25.8,76.0,-35,100,Evans-Cr/CMn-1989-0.5C-ht
0.047,0.33,1.42,0.006,0.01,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-44,100,Evans-Cr/CMn-1989-0.5C-ch
0.051,0.33,1.83,0.006,0.013,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,617,674,23.0,70.2,,,Evans-Cr/CMn-1989-0.5D-aw
0.051,0.33,1.83,0.006,0.013,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,570,650,24.0,68.7,-2,100,Evans-Cr/CMn-1989-0.5D-ht
0.051,0.33,1.83,0.006,0.013,0.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-35,100,Evans-Cr/CMn-1989-0.5D-ch
0.041,0.3,0.59,0.009,0.011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,472,531,25.8,77.8,,,Evans-Cr/CMn-1989-1.0A-aw
0.041,0.3,0.59,0.009,0.011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,427,514,29.2,77.9,-12,100,Evans-Cr/CMn-1989-1.0A-ht
0.041,0.3,0.59,0.009,0.011,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-10,100,Evans-Cr/CMn-1989-1.0A-ch
0.045,0.32,0.97,0.007,0.012,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,250,14,531,592,24.6,76.0,,,Evans-Cr/CMn-1989-1.0B-aw
0.045,0.32,0.97,0.007,0.012,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,580,2,471,568,26.2,77.0,-31,100,Evans-Cr/CMn-1989-1.0B-ht
0.045,0.32,0.97,0.007,0.012,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170,21,DC,+,1.0,200,MMA,0,0,,,,,-42,100,Evans-Cr/CMn-1989-1.0B-ch
